time, amplitude
1.024999999999999911e+00,7.576807946174473045e+02
1.050000000000000044e+00,6.477979201550822381e+02
1.074999999999999956e+00,5.387829656287536864e+02
1.100000000000000089e+00,4.314979408105618859e+02
1.125000000000000000e+00,3.266857333823344902e+02
1.149999999999999911e+00,2.249710468427264800e+02
1.175000000000000044e+00,1.268635742875487722e+02
1.199999999999999956e+00,3.276194271854052431e+01
1.225000000000000089e+00,-5.704191073397406342e+01
1.250000000000000000e+00,-1.423572621887871605e+02
1.274999999999999911e+00,-2.230871602644815823e+02
1.300000000000000044e+00,-2.992190341892616630e+02
1.324999999999999956e+00,-3.708141468299405119e+02
1.350000000000000089e+00,-4.379967219327562020e+02
1.375000000000000000e+00,-5.009434311866170901e+02
1.399999999999999911e+00,-5.598734284995183543e+02
1.425000000000000044e+00,-6.150385954497107832e+02
1.449999999999999956e+00,-6.667141801849259082e+02
1.475000000000000089e+00,-7.151903770809749403e+02
1.500000000000000000e+00,-7.607647272255867392e+02
1.524999999999999911e+00,-8.037347206569431819e+02
1.550000000000000044e+00,-8.443902022573983004e+02
1.574999999999999956e+00,-8.830062633880452267e+02
1.600000000000000089e+00,-9.198380364662416468e+02
1.625000000000000000e+00,-9.551176922359893524e+02
1.649999999999999911e+00,-9.890528599460549231e+02
1.675000000000000044e+00,-1.021825823793384984e+03
1.699999999999999956e+00,-1.053593124095011945e+03
1.725000000000000089e+00,-1.084486087374922818e+03
1.750000000000000000e+00,-1.114612943671521407e+03
1.774999999999999911e+00,-1.144061478988450972e+03
1.800000000000000044e+00,-1.172901387333207595e+03
1.824999999999999956e+00,-1.201187399743042761e+03
1.850000000000000089e+00,-1.228963539917852813e+03
1.875000000000000000e+00,-1.256266864870722884e+03
1.899999999999999911e+00,-1.283129545132574322e+03
1.925000000000000044e+00,-1.309580148610212518e+03
1.949999999999999956e+00,-1.335645047187552564e+03
1.975000000000000089e+00,-1.361349307465481616e+03
2.000000000000000000e+00,-1.386716396869916252e+03
2.024999999999999911e+00,-1.411767241364704205e+03
2.049999999999999822e+00,-1.436519613457940295e+03
2.075000000000000178e+00,-1.460988577290929697e+03
2.100000000000000089e+00,-1.485188193873652835e+03
2.125000000000000000e+00,-1.509133625561905774e+03
2.149999999999999911e+00,-1.532842001646191193e+03
2.174999999999999822e+00,-1.556331718131069238e+03
2.200000000000000178e+00,-1.579621352685306192e+03
2.225000000000000089e+00,-1.602728322672922786e+03
2.250000000000000000e+00,-1.625666797729187465e+03
2.274999999999999911e+00,-1.648445629876109933e+03
2.299999999999999822e+00,-1.671067247765485263e+03
2.325000000000000178e+00,-1.693527734141365499e+03
2.350000000000000089e+00,-1.715817497239474960e+03
2.375000000000000000e+00,-1.737921171150625014e+03
2.399999999999999911e+00,-1.759816280791983218e+03
2.424999999999999822e+00,-1.781471328056219136e+03
2.450000000000000178e+00,-1.802843282111451117e+03
2.475000000000000089e+00,-1.823874736993418765e+03
2.500000000000000000e+00,-1.844492556237777535e+03
2.524999999999999911e+00,-1.864609138844617746e+03
2.549999999999999822e+00,-1.884125477201925605e+03
2.575000000000000178e+00,-1.902934810247820678e+03
2.600000000000000089e+00,-1.920926252955411428e+03
2.625000000000000000e+00,-1.937988176111574148e+03
2.649999999999999911e+00,-1.954011326602888857e+03
2.674999999999999822e+00,-1.968891643049233380e+03
2.700000000000000178e+00,-1.982532250941588018e+03
2.725000000000000089e+00,-1.994843967000953171e+03
2.750000000000000000e+00,-2.005744766806067219e+03
2.774999999999999911e+00,-2.015159246973638346e+03
2.799999999999999822e+00,-2.023017958030320642e+03
2.825000000000000178e+00,-2.029256385842707687e+03
2.850000000000000089e+00,-2.033814664559553876e+03
2.875000000000000000e+00,-2.036638935338439751e+03
2.899999999999999911e+00,-2.037683697289328848e+03
2.924999999999999822e+00,-2.036913486503995045e+03
2.950000000000000178e+00,-2.034302770428153508e+03
2.975000000000000089e+00,-2.029834780677270828e+03
3.000000000000000000e+00,-2.023500861081674429e+03
3.024999999999999911e+00,-2.015300747109434724e+03
3.049999999999999822e+00,-2.005243115256541614e+03
3.075000000000000178e+00,-1.993345905713102411e+03
3.100000000000000089e+00,-1.979636545955799420e+03
3.125000000000000000e+00,-1.964152250191237727e+03
3.149999999999999911e+00,-1.946939837368659710e+03
3.174999999999999822e+00,-1.928054333396186621e+03
3.200000000000000178e+00,-1.907556344567891983e+03
3.225000000000000089e+00,-1.885508771411803082e+03
3.250000000000000000e+00,-1.861973579398866832e+03
3.274999999999999911e+00,-1.837009095292964048e+03
3.299999999999999822e+00,-1.810667859559066983e+03
3.325000000000000178e+00,-1.782994858412698932e+03
3.350000000000000089e+00,-1.754026251648926973e+03
3.375000000000000000e+00,-1.723788986658032854e+03
3.399999999999999911e+00,-1.692301388761412227e+03
3.424999999999999822e+00,-1.659574484117913926e+03
3.450000000000000178e+00,-1.625613358004430665e+03
3.475000000000000089e+00,-1.590417713691673725e+03
3.500000000000000000e+00,-1.553981637261636024e+03
3.524999999999999911e+00,-1.516292928550365559e+03
3.549999999999999822e+00,-1.477332454865111686e+03
3.575000000000000178e+00,-1.437074470016484611e+03
3.600000000000000089e+00,-1.395488194227753183e+03
3.625000000000000000e+00,-1.352540009011140000e+03
3.649999999999999911e+00,-1.308195661455546542e+03
3.674999999999999822e+00,-1.262422117508333031e+03
3.700000000000000178e+00,-1.215189252861945533e+03
3.725000000000000089e+00,-1.166472044052903811e+03
3.750000000000000000e+00,-1.116253378390760190e+03
3.774999999999999911e+00,-1.064526834393724812e+03
3.799999999999999822e+00,-1.011298915746176363e+03
3.825000000000000178e+00,-9.565910071199534741e+02
3.850000000000000089e+00,-9.004411954854873557e+02
3.875000000000000000e+00,-8.429050462437758142e+02
3.899999999999999911e+00,-7.840546900588294648e+02
3.924999999999999822e+00,-7.239770115042655334e+02
3.950000000000000178e+00,-6.627722521404399458e+02
3.975000000000000089e+00,-6.005535182272408292e+02
4.000000000000000000e+00,-5.374462254065277875e+02
4.025000000000000355e+00,-4.735861464867523409e+02
4.049999999999999822e+00,-4.091161159387139605e+02
4.075000000000000178e+00,-3.441826176291256729e+02
4.099999999999999645e+00,-2.789331945306279295e+02
4.125000000000000000e+00,-2.135143697340097901e+02
4.150000000000000355e+00,-1.480693442676271161e+02
4.174999999999999822e+00,-8.273603871428124990e+01
4.200000000000000178e+00,-1.764651303386540349e+01
4.224999999999999645e+00,4.707250033335083117e+01
4.250000000000000000e+00,1.112989215588256116e+02
4.275000000000000355e+00,1.749153160829136482e+02
4.299999999999999822e+00,2.378100785762703140e+02
4.325000000000000178e+00,2.998795268408892980e+02
4.349999999999999645e+00,3.610301283297282566e+02
4.375000000000000000e+00,4.211805513803609529e+02
4.400000000000000355e+00,4.802632953511446203e+02
4.424999999999999822e+00,5.382251422391914275e+02
4.450000000000000178e+00,5.950258706126423931e+02
4.474999999999999645e+00,6.506356967697938671e+02
4.500000000000000000e+00,7.050328416116009294e+02
4.525000000000000355e+00,7.582022212147313667e+02
4.549999999999999822e+00,8.101351983833220629e+02
4.575000000000000178e+00,8.608302535440815291e+02
4.599999999999999645e+00,9.102943824251667593e+02
4.625000000000000000e+00,9.585444288481813828e+02
4.650000000000000355e+00,1.005607543718743841e+03
4.674999999999999822e+00,1.051520519692245671e+03
4.700000000000000178e+00,1.096328268257856053e+03
4.724999999999999645e+00,1.140081770004069313e+03
4.750000000000000000e+00,1.182835434338904406e+03
4.775000000000000355e+00,1.224643853019857033e+03
4.799999999999999822e+00,1.265558692817219026e+03
4.825000000000000178e+00,1.305626570875149127e+03
4.849999999999999645e+00,1.344887888843071096e+03
4.875000000000000000e+00,1.383376349709184524e+03
4.900000000000000355e+00,1.421119117003476731e+03
4.924999999999999822e+00,1.458136948812962601e+03
4.950000000000000178e+00,1.494443415028409845e+03
4.974999999999999645e+00,1.530043575130919407e+03
5.000000000000000000e+00,1.564932988422103563e+03
5.025000000000000355e+00,1.599097177328590305e+03
5.049999999999999822e+00,1.632511634268889111e+03
5.075000000000000178e+00,1.665142642895254767e+03
5.099999999999999645e+00,1.696948739172703881e+03
5.125000000000000000e+00,1.727882707588297308e+03
5.150000000000000355e+00,1.757894657147215867e+03
5.174999999999999822e+00,1.786936237097187814e+03
5.200000000000000178e+00,1.814964572237392304e+03
5.224999999999999645e+00,1.841944265552448769e+03
5.250000000000000000e+00,1.867846984652084529e+03
5.275000000000000355e+00,1.892649307547342232e+03
5.299999999999999822e+00,1.916330426389928562e+03
5.325000000000000178e+00,1.938871460673096408e+03
5.349999999999999645e+00,1.960256694865288182e+03
5.375000000000000000e+00,1.980475642195377077e+03
5.400000000000000355e+00,1.999525161410078908e+03
5.424999999999999822e+00,2.017411268473924110e+03
5.450000000000000178e+00,2.034149684158619493e+03
5.474999999999999645e+00,2.049764611485084060e+03
5.500000000000000000e+00,2.064286788249758047e+03
5.525000000000000355e+00,2.077751599134275239e+03
5.549999999999999822e+00,2.090196605577076298e+03
5.575000000000000178e+00,2.101658482553862996e+03
5.599999999999999645e+00,2.112171131298837281e+03
5.625000000000000000e+00,2.121766176070056645e+03
5.650000000000000355e+00,2.130474147546683525e+03
5.674999999999999822e+00,2.138323876971760001e+03
5.700000000000000178e+00,2.145340407706763017e+03
5.724999999999999645e+00,2.151542914760353142e+03
5.750000000000000000e+00,2.156942109995916780e+03
5.775000000000000355e+00,2.161536241747452550e+03
5.799999999999999822e+00,2.165306847295807984e+03
5.825000000000000178e+00,2.168215989064631231e+03
5.849999999999999645e+00,2.170205852242212586e+03
5.875000000000000000e+00,2.171201028926462641e+03
5.900000000000000355e+00,2.171112440843913646e+03
5.924999999999999822e+00,2.169841141790735492e+03
5.950000000000000178e+00,2.167281954673871951e+03
5.974999999999999645e+00,2.163327590321476691e+03
6.000000000000000000e+00,2.157872504595618466e+03
6.025000000000000355e+00,2.150815263420045085e+03
6.049999999999999822e+00,2.142058973207983854e+03
6.075000000000000178e+00,2.131510292964159817e+03
6.099999999999999645e+00,2.119078221018136446e+03
6.125000000000000000e+00,2.104673744187714419e+03
6.150000000000000355e+00,2.088210628975515647e+03
6.174999999999999822e+00,2.069606978789219738e+03
6.200000000000000178e+00,2.048787483749977127e+03
6.224999999999999645e+00,2.025686759848949123e+03
6.250000000000000000e+00,2.000253549461650437e+03
6.275000000000000355e+00,1.972454814406799642e+03
6.299999999999999822e+00,1.942278831873403760e+03
6.325000000000000178e+00,1.909736730249197080e+03
6.349999999999999645e+00,1.874862407579150386e+03
6.375000000000000000e+00,1.837711398939943820e+03
6.400000000000000355e+00,1.798359646333615729e+03
6.424999999999999822e+00,1.756902871387021605e+03
6.450000000000000178e+00,1.713456221126588844e+03
6.474999999999999645e+00,1.668153220723311961e+03
6.500000000000000000e+00,1.621143794032780988e+03
6.525000000000000355e+00,1.572592071367544804e+03
6.549999999999999822e+00,1.522674246178218027e+03
6.575000000000000178e+00,1.471575910263444484e+03
6.599999999999999645e+00,1.419488657296993097e+03
6.625000000000000000e+00,1.366605915045458460e+03
6.650000000000000355e+00,1.313117790268840054e+03
6.674999999999999822e+00,1.259205639366214655e+03
6.700000000000000178e+00,1.205037444813604907e+03
6.724999999999999645e+00,1.150764135757854319e+03
6.750000000000000000e+00,1.096516890999283305e+03
6.775000000000000355e+00,1.042406138847938337e+03
6.799999999999999822e+00,9.885230290419656285e+02
6.825000000000000178e+00,9.349430399641107670e+02
6.849999999999999645e+00,8.817298055586203418e+02
6.875000000000000000e+00,8.289375779592885465e+02
6.900000000000000355e+00,7.766127879407833916e+02
6.924999999999999822e+00,7.247957522975042366e+02
6.950000000000000178e+00,6.735227257925515687e+02
6.974999999999999645e+00,6.228285132752165509e+02
7.000000000000000000e+00,5.727498799665712568e+02
7.025000000000000355e+00,5.233289672817492146e+02
7.049999999999999822e+00,4.746155854212317990e+02
7.075000000000000178e+00,4.266680125533205228e+02
7.099999999999999645e+00,3.795524705525317586e+02
7.125000000000000000e+00,3.333415358776442758e+02
7.150000000000000355e+00,2.881118857829027888e+02
7.174999999999999822e+00,2.439420652877335556e+02
7.200000000000000178e+00,2.009110768972007008e+02
7.224999999999999645e+00,1.590983446273317554e+02
7.250000000000000000e+00,1.185848196268370600e+02
7.275000000000000355e+00,7.945417746137826498e+01
7.299999999999999822e+00,4.179300039928935462e+01
7.325000000000000178e+00,5.689480812074677374e+00
7.349999999999999645e+00,-2.876901742257644656e+01
7.375000000000000000e+00,-6.149895168455838501e+01
7.400000000000000355e+00,-9.242366524328697608e+01
7.424999999999999822e+00,-1.214763511565313649e+02
7.450000000000000178e+00,-1.486033201835482487e+02
7.474999999999999645e+00,-1.737674898166160915e+02
7.500000000000000000e+00,-1.969510573295220865e+02
7.525000000000000355e+00,-2.181567485175359025e+02
7.549999999999999822e+00,-2.374079401842081438e+02
7.575000000000000178e+00,-2.547481263848115987e+02
7.599999999999999645e+00,-2.702400774759743172e+02
7.625000000000000000e+00,-2.839649106863364523e+02
7.650000000000000355e+00,-2.960207101255922453e+02
7.674999999999999822e+00,-3.065202155588086725e+02
7.700000000000000178e+00,-3.155879015792677365e+02
7.724999999999999645e+00,-3.233566570489235801e+02
7.750000000000000000e+00,-3.299640411984834145e+02
7.775000000000000355e+00,-3.355487558280518670e+02
7.799999999999999822e+00,-3.402474413055919058e+02
7.825000000000000178e+00,-3.441913918954106180e+02
7.849999999999999645e+00,-3.475038864547069579e+02
7.875000000000000000e+00,-3.502987932955384736e+02
7.900000000000000355e+00,-3.526798890232371377e+02
7.924999999999999822e+00,-3.547405727885363262e+02
7.950000000000000178e+00,-3.565641966750882261e+02
7.974999999999999645e+00,-3.582242799773147226e+02
8.000000000000000000e+00,-3.597834390879776265e+02
8.025000000000000355e+00,-3.612912839222860271e+02
8.050000000000000711e+00,-3.627828003228908074e+02
8.074999999999999289e+00,-3.642783990657447930e+02
8.099999999999999645e+00,-3.657855953744372073e+02
8.125000000000000000e+00,-3.673015818656577380e+02
8.150000000000000355e+00,-3.688156808008017720e+02
8.175000000000000711e+00,-3.703104520340456247e+02
8.199999999999999289e+00,-3.717616556710073610e+02
8.224999999999999645e+00,-3.731390234366173217e+02
8.250000000000000000e+00,-3.744085734535415213e+02
8.275000000000000355e+00,-3.755348575720418012e+02
8.300000000000000711e+00,-3.764818460184088167e+02
8.324999999999999289e+00,-3.772135325111368047e+02
8.349999999999999645e+00,-3.776959564111622285e+02
8.375000000000000000e+00,-3.779003403278392739e+02
8.400000000000000355e+00,-3.778056904248914520e+02
8.425000000000000711e+00,-3.774000401491089747e+02
8.449999999999999289e+00,-3.766811279372178660e+02
8.474999999999999645e+00,-3.756576627950212810e+02
8.500000000000000000e+00,-3.743510506885191376e+02
8.525000000000000355e+00,-3.727965755263087999e+02
8.550000000000000711e+00,-3.710434738554639011e+02
8.574999999999999289e+00,-3.691538038998395450e+02
8.599999999999999645e+00,-3.671998822118987960e+02
8.625000000000000000e+00,-3.652603041668922970e+02
8.650000000000000355e+00,-3.634158206376731073e+02
8.675000000000000711e+00,-3.617468900959274833e+02
8.699999999999999289e+00,-3.603329459055756843e+02
8.724999999999999645e+00,-3.592516470870377248e+02
8.750000000000000000e+00,-3.585768470621137567e+02
8.775000000000000355e+00,-3.583753199515334700e+02
8.800000000000000711e+00,-3.587031616656469737e+02
8.824999999999999289e+00,-3.596030720158857434e+02
8.849999999999999645e+00,-3.611034423188922915e+02
8.875000000000000000e+00,-3.632193409005450917e+02
8.900000000000000355e+00,-3.659540718981699570e+02
8.925000000000000711e+00,-3.692999313874563541e+02
8.949999999999999289e+00,-3.732385891298060301e+02
8.974999999999999645e+00,-3.777418587086767161e+02
9.000000000000000000e+00,-3.827723758121009610e+02
9.025000000000000355e+00,-3.882841108689611929e+02
9.050000000000000711e+00,-3.942240611190604795e+02
9.074999999999999289e+00,-4.005357515669919621e+02
9.099999999999999645e+00,-4.071631380742849728e+02
9.125000000000000000e+00,-4.140533182477577725e+02
9.150000000000000355e+00,-4.211577645530565519e+02
9.175000000000000711e+00,-4.284325744510269942e+02
9.199999999999999289e+00,-4.358381863094248274e+02
9.224999999999999645e+00,-4.433386538796632976e+02
9.250000000000000000e+00,-4.509007839402374884e+02
9.275000000000000355e+00,-4.584937449557608034e+02
9.300000000000000711e+00,-4.660890418936562014e+02
9.324999999999999289e+00,-4.736606425571396812e+02
9.349999999999999645e+00,-4.811854312811652221e+02
9.375000000000000000e+00,-4.886431188699539803e+02
9.400000000000000355e+00,-4.960149730263428864e+02
9.425000000000000711e+00,-5.032826548025570332e+02
9.449999999999999289e+00,-5.104281693050857598e+02
9.474999999999999645e+00,-5.174348988496967650e+02
9.500000000000000000e+00,-5.242897390632770112e+02
9.525000000000000355e+00,-5.309856907276708853e+02
9.550000000000000711e+00,-5.375235819321919735e+02
9.574999999999999289e+00,-5.439121970811702340e+02
9.599999999999999645e+00,-5.501669399497160384e+02
9.625000000000000000e+00,-5.563077883227919074e+02
9.650000000000000355e+00,-5.623578253978996599e+02
9.675000000000000711e+00,-5.683430859570048597e+02
9.699999999999999289e+00,-5.742931312706612061e+02
9.724999999999999645e+00,-5.802414281608311057e+02
9.750000000000000000e+00,-5.862250746306732481e+02
9.775000000000000355e+00,-5.922840607736208085e+02
9.800000000000000711e+00,-5.984608260917185589e+02
9.824999999999999289e+00,-6.048003624057408842e+02
9.849999999999999645e+00,-6.113501490166113399e+02
9.875000000000000000e+00,-6.181592747849751959e+02
9.900000000000000355e+00,-6.252770673931086094e+02
9.925000000000000711e+00,-6.327521467072712085e+02
9.949999999999999289e+00,-6.406319818455009454e+02
9.974999999999999645e+00,-6.489621345643421364e+02
1.000000000000000000e+01,-6.577849424037103745e+02
1.002500000000000036e+01,-6.671379463428215786e+02
1.005000000000000071e+01,-6.770526276992903831e+02
1.007499999999999929e+01,-6.875544845975347243e+02
1.009999999999999964e+01,-6.986644185341572211e+02
1.012500000000000000e+01,-7.104000856935167576e+02
1.015000000000000036e+01,-7.227765812936264638e+02
1.017500000000000071e+01,-7.358066466158583125e+02
1.019999999999999929e+01,-7.495003749565058797e+02
1.022499999999999964e+01,-7.638641359955126973e+02
1.025000000000000000e+01,-7.788985023647775279e+02
1.027500000000000036e+01,-7.945957193022061347e+02
1.030000000000000071e+01,-8.109379427395826951e+02
1.032499999999999929e+01,-8.278966400970581390e+02
1.034999999999999964e+01,-8.454324795444871370e+02
1.037500000000000000e+01,-8.634954743184474637e+02
1.040000000000000036e+01,-8.820259662917563901e+02
1.042500000000000071e+01,-9.009569613448049950e+02
1.044999999999999929e+01,-9.202174248309504492e+02
1.047499999999999964e+01,-9.397351386259138053e+02
1.050000000000000000e+01,-9.594382555989028560e+02
1.052500000000000036e+01,-9.792563709497234186e+02
1.055000000000000071e+01,-9.991221592244997964e+02
1.057499999999999929e+01,-1.018973653303941887e+03
1.059999999999999964e+01,-1.038756703357923470e+03
1.062500000000000000e+01,-1.058426491813438588e+03
1.065000000000000036e+01,-1.077947280231680452e+03
1.067500000000000071e+01,-1.097291424146809049e+03
1.069999999999999929e+01,-1.116438516720845428e+03
1.072499999999999964e+01,-1.135373936237213002e+03
1.075000000000000000e+01,-1.154086722436928085e+03
1.077500000000000036e+01,-1.172567571489075135e+03
1.080000000000000071e+01,-1.190806971447875640e+03
1.082499999999999929e+01,-1.208793107503386409e+03
1.084999999999999964e+01,-1.226509743547849666e+03
1.087500000000000000e+01,-1.243934809132947521e+03
1.090000000000000036e+01,-1.261040326115743937e+03
1.092500000000000071e+01,-1.277793413166623168e+03
1.094999999999999929e+01,-1.294157517706965791e+03
1.097499999999999964e+01,-1.310094038395357074e+03
1.100000000000000000e+01,-1.325564921130426455e+03
1.102500000000000036e+01,-1.340535210541202787e+03
1.105000000000000071e+01,-1.354974319504110554e+03
1.107499999999999929e+01,-1.368856345854502706e+03
1.109999999999999964e+01,-1.382160223221179422e+03
1.112500000000000000e+01,-1.394869966394719313e+03
1.115000000000000036e+01,-1.406974211938287908e+03
1.117500000000000071e+01,-1.418463967344168623e+03
1.119999999999999929e+01,-1.429329420373517223e+03
1.122499999999999964e+01,-1.439557874593494489e+03
1.125000000000000000e+01,-1.449133560243887814e+03
1.127500000000000036e+01,-1.458038378356955491e+03
1.130000000000000071e+01,-1.466252615556624960e+03
1.132499999999999929e+01,-1.473755947971296109e+03
1.134999999999999964e+01,-1.480529040383917845e+03
1.137500000000000000e+01,-1.486554930987965690e+03
1.140000000000000036e+01,-1.491819093363859110e+03
1.142500000000000071e+01,-1.496307461316131366e+03
1.144999999999999929e+01,-1.500003320331323039e+03
1.147499999999999964e+01,-1.502885209238619382e+03
1.150000000000000000e+01,-1.504926310853473296e+03
1.152500000000000036e+01,-1.506094148750937620e+03
1.155000000000000071e+01,-1.506349848390910893e+03
1.157499999999999929e+01,-1.505646926905532609e+03
1.159999999999999964e+01,-1.503930413329790326e+03
1.162500000000000000e+01,-1.501137364224280418e+03
1.165000000000000036e+01,-1.497198161146091934e+03
1.167500000000000071e+01,-1.492037523185412056e+03
1.169999999999999929e+01,-1.485575890832463301e+03
1.172499999999999964e+01,-1.477731585679075124e+03
1.175000000000000000e+01,-1.468422957447709223e+03
1.177500000000000036e+01,-1.457570308345781541e+03
1.180000000000000071e+01,-1.445097483533565082e+03
1.182499999999999929e+01,-1.430932760509844229e+03
1.184999999999999964e+01,-1.415009821295933534e+03
1.187500000000000000e+01,-1.397269975164608923e+03
1.190000000000000036e+01,-1.377665195111781713e+03
1.192500000000000071e+01,-1.356160332988180244e+03
1.194999999999999929e+01,-1.332733844804153023e+03
1.197499999999999964e+01,-1.307378017674272314e+03
1.200000000000000000e+01,-1.280099441938255495e+03
1.202500000000000036e+01,-1.250918963971185804e+03
1.205000000000000071e+01,-1.219870366697759664e+03
1.207499999999999929e+01,-1.186998534771243385e+03
1.209999999999999964e+01,-1.152358461922387733e+03
1.212500000000000000e+01,-1.116015441240829887e+03
1.215000000000000036e+01,-1.078045800334599562e+03
1.217500000000000071e+01,-1.038537258913861706e+03
1.219999999999999929e+01,-9.975884305146064435e+02
1.222499999999999964e+01,-9.553081052483612439e+02
1.225000000000000000e+01,-9.118146316260244930e+02
1.227500000000000036e+01,-8.672344900910501337e+02
1.230000000000000071e+01,-8.216998437790410890e+02
1.232499999999999929e+01,-7.753460579259210590e+02
1.234999999999999964e+01,-7.283097170968188721e+02
1.237500000000000000e+01,-6.807266632125842989e+02
1.240000000000000036e+01,-6.327291796284050633e+02
1.242500000000000071e+01,-5.844416371452755357e+02
1.244999999999999929e+01,-5.359752756714797215e+02
1.247499999999999964e+01,-4.874242063540292520e+02
1.250000000000000000e+01,-4.388638027415947818e+02
1.252500000000000036e+01,-3.903510444027707535e+02
1.255000000000000071e+01,-3.419261925002209637e+02
1.257499999999999929e+01,-2.936148426890583778e+02
1.259999999999999964e+01,-2.454289352582687229e+02
1.262500000000000000e+01,-1.973666853018697793e+02
1.265000000000000036e+01,-1.494127481461981688e+02
1.267500000000000071e+01,-1.015389750333963548e+02
1.269999999999999929e+01,-5.370568743684995638e+01
1.272499999999999964e+01,-5.864226713211479591e+00
1.275000000000000000e+01,4.203941593657316389e+01
1.277500000000000036e+01,9.006128675834406749e+01
1.280000000000000071e+01,1.382570779019519023e+02
1.282499999999999929e+01,1.866803268732500669e+02
1.284999999999999964e+01,2.353809339988389411e+02
1.287500000000000000e+01,2.844039893535009469e+02
1.290000000000000036e+01,3.337889250681703857e+02
1.292500000000000071e+01,3.835691724304369927e+02
1.294999999999999929e+01,4.337726267713435391e+02
1.297499999999999964e+01,4.844224375046259183e+02
1.300000000000000000e+01,5.355368151584593761e+02
1.302500000000000036e+01,5.871271421265089430e+02
1.305000000000000071e+01,6.391949419098355065e+02
1.307499999999999929e+01,6.917288099040819134e+02
1.309999999999999964e+01,7.447020430811237475e+02
1.312500000000000000e+01,7.980709296121591478e+02
1.315000000000000036e+01,8.517734115194360811e+02
1.317500000000000071e+01,9.057286167091393736e+02
1.319999999999999929e+01,9.598382095924305304e+02
1.322499999999999964e+01,1.013989171508095978e+03
1.325000000000000000e+01,1.068056232837348034e+03
1.327500000000000036e+01,1.121903083723137343e+03
1.330000000000000071e+01,1.175382999920850807e+03
1.332499999999999929e+01,1.228339466302558321e+03
1.334999999999999964e+01,1.280607186447790127e+03
1.337500000000000000e+01,1.332014460585024835e+03
1.340000000000000036e+01,1.382387482594054291e+03
1.342500000000000071e+01,1.431555203389592634e+03
1.344999999999999929e+01,1.479352401609640765e+03
1.347499999999999964e+01,1.525620051403894422e+03
1.350000000000000000e+01,1.570204263795975521e+03
1.352500000000000036e+01,1.612955651389413106e+03
1.355000000000000071e+01,1.653730173214579736e+03
1.357499999999999929e+01,1.692391096646847473e+03
1.359999999999999964e+01,1.728810300714799723e+03
1.362500000000000000e+01,1.762867917173592559e+03
1.365000000000000036e+01,1.794451491063003232e+03
1.367500000000000071e+01,1.823456172978122140e+03
1.369999999999999929e+01,1.849786066307517331e+03
1.372499999999999964e+01,1.873355579602821535e+03
1.375000000000000000e+01,1.894090122872893744e+03
1.377500000000000036e+01,1.911927152106135281e+03
1.380000000000000071e+01,1.926817923402742963e+03
1.382499999999999929e+01,1.938728537432295070e+03
1.384999999999999964e+01,1.947639780382240360e+03
1.387500000000000000e+01,1.953546586419099185e+03
1.390000000000000036e+01,1.956457151152459119e+03
1.392500000000000071e+01,1.956391708318697056e+03
1.394999999999999929e+01,1.953382115310481822e+03
1.397499999999999964e+01,1.947472654629330009e+03
1.400000000000000000e+01,1.938720727860024226e+03
1.402500000000000036e+01,1.927196345366029846e+03
1.405000000000000071e+01,1.912980929168030343e+03
1.407499999999999929e+01,1.896166121824111087e+03
1.409999999999999964e+01,1.876852073906511578e+03
1.412500000000000000e+01,1.855144901417359733e+03
1.415000000000000036e+01,1.831154590853732088e+03
1.417500000000000071e+01,1.804994338132725716e+03
